orf_id	ensembl_gene_id	ensembl_gene_id_version	ensembl_protein_id
4755	ENSG00000112130	17	ENSP00000362578.4
4757	ENSG00000105404	11	ENSP00000222008.5
4759	ENSG00000139722	7	ENSP00000267202.2
4761	ENSG00000006125	18	ENSP00000483185.1
4765	ENSG00000160255	19	ENSP00000498780.1
4784	ENSG00000112855	17	ENSP00000230771.3
4785	ENSG00000124356	17	ENSP00000377633.2
4786	ENSG00000156795	8	ENSP00000287387.2
4798	ENSG00000124074	12	ENSP00000243878.4
4812	ENSG00000104812	15	ENSP00000317904.3
4815	ENSG00000213923	13	ENSP00000380044.1
4828	ENSG00000093009	11	ENSP00000263201.2
4829	ENSG00000138030	14	ENSP00000260599.6
4830	ENSG00000101945	17	ENSP00000365877.4
4832	ENSG00000197912	16	ENSP00000341157.2
4836	ENSG00000005486	17	ENSP00000391232.1
4841	ENSG00000087076	9	ENSP00000263278.3
4842	ENSG00000213463	5	ENSP00000256366.4
4851	ENSG00000128513	16	ENSP00000350249.3
4854	ENSG00000163161	14	ENSP00000285398.2
4857	ENSG00000025434	19	ENSP00000384745.3
4860	ENSG00000100916	14	ENSP00000216807.6
4862	ENSG00000158014	15	ENSP00000363396.3
4870	ENSG00000205420	11	ENSP00000369317.3
4872	ENSG00000064655	19	ENSP00000417105.3
4887	ENSG00000070770	10	ENSP00000262506.3
4910	ENSG00000116337	20	ENSP00000345498.4
4920	ENSG00000173207	13	ENSP00000311083.5
4929	ENSG00000178860	9	ENSP00000321445.4
4935	ENSG00000036565	15	ENSP00000265808.7
4938	ENSG00000138435	16	ENSP00000386684.1
4946	ENSG00000054356	14	ENSP00000392598.2
4948	ENSG00000012232	10	ENSP00000220562.4
4955	ENSG00000173641	18	ENSP00000310111.9
4960	ENSG00000166228	9	ENSP00000299299.3
4973	ENSG00000115806	13	ENSP00000234160.4
4976	ENSG00000106785	15	ENSP00000344208.2
4978	ENSG00000113761	12	ENSP00000350869.3
4981	ENSG00000182372	10	ENSP00000328182.4
4982	ENSG00000108798	9	ENSP00000225941.1
4983	ENSG00000042753	12	ENSP00000263270.6
5002	ENSG00000112511	18	ENSP00000363640.3
5003	ENSG00000162129	15	ENSP00000294053.3
5046	ENSG00000124588	22	ENSP00000369822.4
5052	ENSG00000132763	15	ENSP00000478859.1
5053	ENSG00000101310	17	ENSP00000497473.1
5065	ENSG00000187699	10	ENSP00000345107.4
5066	ENSG00000151929	10	ENSP00000358081.4
5074	ENSG00000092330	19	ENSP00000267415.7
5081	ENSG00000122557	11	ENSP00000310729.3
5082	ENSG00000130402	14	ENSP00000252699.2
5093	ENSG00000163472	19	ENSP00000384748.2
5132	ENSG00000100983	12	ENSP00000498303.1
5143	ENSG00000112559	15	ENSP00000230321.6
5147	ENSG00000117118	10	ENSP00000364649.3
5163	ENSG00000144485	11	ENSP00000272937.5
5175	ENSG00000160972	10	ENSP00000391126.1
5219	ENSG00000103266	11	ENSP00000219548.4
5221	ENSG00000151092	18	ENSP00000280700.5
5229	ENSG00000122359	18	ENSP00000404412.2
5231	ENSG00000002834	18	ENSP00000391897.1
5285	ENSG00000115507	10	ENSP00000282549.2
5307	ENSG00000095906	17	ENSP00000262302.9
5313	ENSG00000104884	17	ENSP00000431229.2
5335	ENSG00000140650	13	ENSP00000268261.4
5345	ENSG00000167244	22	ENSP00000414497.2
5348	ENSG00000142208	18	ENSP00000497822.1
5358	ENSG00000152556	17	ENSP00000352842.5
5359	ENSG00000183386	10	ENSP00000362107.3
5375	ENSG00000258947	8	ENSP00000320295.7
5385	ENSG00000141499	18	ENSP00000379727.3
5398	ENSG00000176974	21	ENSP00000318868.3
5400	ENSG00000127054	22	ENSP00000413493.2
5424	ENSG00000136573	15	ENSP00000259089.4
5431	ENSG00000171453	20	ENSP00000496044.1
5437	ENSG00000107371	14	ENSP00000323046.4
5439	ENSG00000187796	16	ENSP00000360799.3
5441	ENSG00000179950	15	ENSP00000322036.7
5442	ENSG00000126778	12	ENSP00000494686.1
5453	ENSG00000185808	14	ENSP00000353719.3
5462	ENSG00000213281	5	ENSP00000358548.4
5491	ENSG00000081870	12	ENSP00000194214.5
5498	ENSG00000134996	12	ENSP00000340836.6
5499	ENSG00000204568	12	ENSP00000259873.4
5523	ENSG00000089356	19	ENSP00000474438.1
5539	ENSG00000132950	19	ENSP00000372364.4
5585	ENSG00000109846	9	ENSP00000499082.1
5590	ENSG00000151790	9	ENSP00000444788.2
5591	ENSG00000112312	10	ENSP00000230056.3
5593	ENSG00000163735	7	ENSP00000296027.4
5597	ENSG00000027697	16	ENSP00000356713.5
5607	ENSG00000100519	12	ENSP00000401802.3
5613	ENSG00000118137	10	ENSP00000236850.3
5619	ENSG00000126953	8	ENSP00000361993.3
5628	ENSG00000254647	7	ENSP00000370731.5
5629	ENSG00000277462	2	ENSP00000355459.2
5633	ENSG00000143156	14	ENSP00000356785.3
5645	ENSG00000170180	22	ENSP00000493142.2
5651	ENSG00000172399	6	ENSP00000306997.6
5658	ENSG00000049245	13	ENSP00000054666.6
5673	ENSG00000198523	6	ENSP00000350132.5
5681	ENSG00000129170	10	ENSP00000265968.3
5702	ENSG00000073584	20	ENSP00000323967.6
5712	ENSG00000143549	22	ENSP00000498577.1
5716	ENSG00000163660	12	ENSP00000295926.4
5718	ENSG00000175206	11	ENSP00000365663.3
5723	ENSG00000168484	13	ENSP00000316152.3
5737	ENSG00000087086	15	ENSP00000366525.2
5738	ENSG00000144580	14	ENSP00000295701.5
5772	ENSG00000175334	8	ENSP00000310275.2
5793	ENSG00000149516	14	ENSP00000278865.3
5801	ENSG00000053501	14	ENSP00000263897.4
5807	ENSG00000112186	13	ENSP00000229922.2
5808	ENSG00000244734	4	ENSP00000333994.3
5810	ENSG00000067560	14	ENSP00000400175.1
5817	ENSG00000100056	12	ENSP00000252137.6
5818	ENSG00000181449	4	ENSP00000323588.1
5823	ENSG00000141738	14	ENSP00000310771.4
5832	ENSG00000137726	17	ENSP00000433312.1
5839	ENSG00000127824	15	ENSP00000248437.4
5848	ENSG00000049860	14	ENSP00000261416.7
5852	ENSG00000148356	15	ENSP00000300417.6
5854	ENSG00000140263	15	ENSP00000267814.9
5861	ENSG00000105568	19	ENSP00000324804.6
5864	ENSG00000147889	18	ENSP00000467857.1
5865	ENSG00000130005	13	ENSP00000252288.1
5875	ENSG00000084754	12	ENSP00000370023.3
5880	ENSG00000198682	13	ENSP00000354436.4
5894	ENSG00000100109	17	ENSP00000384421.1
5896	ENSG00000101444	13	ENSP00000217426.2
5901	ENSG00000113196	3	ENSP00000231121.2
5904	ENSG00000180228	14	ENSP00000318176.4
5910	ENSG00000123454	12	ENSP00000376776.2
5912	ENSG00000242028	8	ENSP00000401155.3
5916	ENSG00000130299	17	ENSP00000313818.7
5923	ENSG00000142856	17	ENSP00000271002.10
5926	ENSG00000100292	18	ENSP00000216117.8
5931	ENSG00000090339	9	ENSP00000264832.2
5933	ENSG00000114354	15	ENSP00000240851.4
5935	ENSG00000128340	16	ENSP00000249071.6
5942	ENSG00000153944	12	ENSP00000284073.2
5949	ENSG00000166261	11	ENSP00000432504.1
5951	ENSG00000183010	17	ENSP00000328858.8
5965	ENSG00000115641	19	ENSP00000433567.2
5970	ENSG00000101255	12	ENSP00000217233.3
5989	ENSG00000171552	14	ENSP00000302564.4
5991	ENSG00000152234	16	ENSP00000381736.5
6007	ENSG00000177697	19	ENSP00000380565.3
6014	ENSG00000130707	18	ENSP00000253004.6
6018	ENSG00000070669	17	ENSP00000377845.3
6027	ENSG00000114353	17	ENSP00000312999.6
6046	ENSG00000125733	18	ENSP00000320493.6
6059	ENSG00000176209	12	ENSP00000390750.2
6064	ENSG00000111087	10	ENSP00000228682.2
6077	ENSG00000125618	18	ENSP00000395498.3
6080	ENSG00000065427	15	ENSP00000303043.3
6096	ENSG00000115204	15	ENSP00000369383.1
6112	ENSG00000167625	11	ENSP00000301215.2
6119	ENSG00000107882	12	ENSP00000358918.4
6129	ENSG00000014216	16	ENSP00000279247.7
6137	ENSG00000069011	16	ENSP00000265340.6
6138	ENSG00000184292	7	ENSP00000360269.2
6151	ENSG00000100644	17	ENSP00000338018.4
6157	ENSG00000123240	17	ENSP00000368021.3
6171	ENSG00000006453	14	ENSP00000005260.8
6173	ENSG00000102974	16	ENSP00000264010.4
6179	ENSG00000197951	10	ENSP00000328245.5
6192	ENSG00000174808	12	ENSP00000379092.3
6195	ENSG00000171703	17	ENSP00000343515.5
6197	ENSG00000112576	13	ENSP00000362082.5
6203	ENSG00000134709	13	ENSP00000360252.3
6211	ENSG00000136881	12	ENSP00000259407.2
6225	ENSG00000198833	7	ENSP00000451261.1
6231	ENSG00000162512	16	ENSP00000338346.7
6232	ENSG00000012171	20	ENSP00000485281.1
6236	ENSG00000110925	7	ENSP00000228515.1
6254	ENSG00000276644	5	ENSP00000516320.1
6269	ENSG00000164325	8	ENSP00000296776.5
6281	ENSG00000157551	19	ENSP00000381911.2
6288	ENSG00000110063	10	ENSP00000263579.4
6292	ENSG00000138750	16	ENSP00000264883.3
6309	ENSG00000084207	18	ENSP00000381607.3
6319	ENSG00000120860	11	ENSP00000240079.6
6324	ENSG00000119938	9	ENSP00000238994.5
6325	ENSG00000123353	10	ENSP00000243045.5
6326	ENSG00000159173	19	ENSP00000354488.4
6329	ENSG00000165410	15	ENSP00000298159.6
6336	ENSG00000111245	17	ENSP00000228841.8
6337	ENSG00000085365	18	ENSP00000481022.1
6339	ENSG00000173597	9	ENSP00000308770.2
6341	ENSG00000196565	15	ENSP00000338082.4
6345	ENSG00000173991	6	ENSP00000312624.2
6356	ENSG00000173991	6	ENSP00000312624.2
6359	ENSG00000118971	9	ENSP00000261254.3
6363	ENSG00000204370	13	ENSP00000364699.3
6395	ENSG00000198001	16	ENSP00000479889.3
6406	ENSG00000122367	21	ENSP00000263066.7
6408	ENSG00000134049	6	ENSP00000256433.3
6430	ENSG00000105048	18	ENSP00000291901.8
6446	ENSG00000125991	21	ENSP00000341358.2
6448	ENSG00000121058	5	ENSP00000240316.4
6464	ENSG00000187713	7	ENSP00000375053.4
6488	ENSG00000169750	9	ENSP00000304283.4
6490	ENSG00000078043	16	ENSP00000317163.6
6512	ENSG00000114062	22	ENSP00000502703.1
6520	ENSG00000119650	13	ENSP00000238628.6
6534	ENSG00000172530	22	ENSP00000347125.4
6552	ENSG00000156009	10	ENSP00000286482.1
6559	ENSG00000050327	15	ENSP00000418227.1
6562	ENSG00000117899	11	ENSP00000261758.4
6598	ENSG00000146670	10	ENSP00000275517.3
6602	ENSG00000090661	12	ENSP00000251363.5
6604	ENSG00000166896	9	ENSP00000300145.3
6625	ENSG00000158480	11	ENSP00000289431.5
6631	ENSG00000244462	8	ENSP00000363228.3
6632	ENSG00000103051	21	ENSP00000315775.5
6644	ENSG00000168000	16	ENSP00000385332.1
6653	ENSG00000139946	11	ENSP00000267460.4
6666	ENSG00000126934	15	ENSP00000262948.4
6699	ENSG00000101266	19	ENSP00000217244.3
6704	ENSG00000139112	11	ENSP00000266458.5
6710	ENSG00000197457	10	ENSP00000359070.1
6714	ENSG00000153885	15	ENSP00000284006.4
6722	ENSG00000066117	15	ENSP00000378414.4
6724	ENSG00000130487	9	ENSP00000379034.2
6725	ENSG00000141570	11	ENSP00000269385.4
6733	ENSG00000108578	15	ENSP00000261714.6
6734	ENSG00000151702	18	ENSP00000433488.2
6754	ENSG00000114209	15	ENSP00000376506.2
6756	ENSG00000154917	11	ENSP00000285208.4
6759	ENSG00000143947	15	ENSP00000272317.6
6770	ENSG00000265808	4	ENSP00000463393.1
6786	ENSG00000130826	19	ENSP00000358563.5
6791	ENSG00000136279	21	ENSP00000419992.1
6792	ENSG00000142186	18	ENSP00000436993.1
6802	ENSG00000131738	11	ENSP00000251646.3
6806	ENSG00000106397	12	ENSP00000223127.3
6808	ENSG00000105701	16	ENSP00000222308.4
6811	ENSG00000002822	16	ENSP00000265854.7
6813	ENSG00000168795	5	ENSP00000307604.4
6819	ENSG00000128283	7	ENSP00000249014.4
6839	ENSG00000105726	17	ENSP00000291503.5
6853	ENSG00000129071	10	ENSP00000394080.2
6860	ENSG00000118894	15	ENSP00000398502.3
6866	ENSG00000110492	17	ENSP00000378933.4
6869	ENSG00000121454	6	ENSP00000263726.2
6876	ENSG00000116717	13	ENSP00000360025.4
6877	ENSG00000011295	16	ENSP00000261647.5
6892	ENSG00000151348	16	ENSP00000431173.2
6901	ENSG00000187778	14	ENSP00000345358.4
6916	ENSG00000067182	9	ENSP00000162749.2
6932	ENSG00000049449	10	ENSP00000054950.4
6935	ENSG00000256060	3	ENSP00000442778.1
6947	ENSG00000198467	16	ENSP00000367542.3
6953	ENSG00000175895	5	ENSP00000322373.3
6959	ENSG00000185883	12	ENSP00000454868.1
6961	ENSG00000196329	12	ENSP00000351473.3
6963	ENSG00000187838	17	ENSP00000316021.11
6965	ENSG00000170779	11	ENSP00000337226.3
6970	ENSG00000080815	20	ENSP00000350342.4
6983	ENSG00000164093	18	ENSP00000495061.1
6985	ENSG00000154781	17	ENSP00000373304.3
7011	ENSG00000182923	20	ENSP00000328382.5
7021	ENSG00000115762	17	ENSP00000510611.1
7035	ENSG00000179348	13	ENSP00000400259.2
7038	ENSG00000184047	20	ENSP00000442360.2
7045	ENSG00000145901	16	ENSP00000430760.1
7047	ENSG00000171503	13	ENSP00000426638.1
7048	ENSG00000139428	12	ENSP00000445920.1
7058	ENSG00000179262	10	ENSP00000467024.1
7081	ENSG00000167565	13	ENSP00000325414.2
7084	ENSG00000167113	11	ENSP00000300452.3
7106	ENSG00000127561	16	ENSP00000248121.2
7110	ENSG00000173801	17	ENSP00000377508.3
7122	ENSG00000196372	13	ENSP00000433358.1
7128	ENSG00000198576	4	ENSP00000349022.2
7142	ENSG00000174791	11	ENSP00000310406.4
7147	ENSG00000115380	20	ENSP00000347596.3
7150	ENSG00000116044	17	ENSP00000380252.3
7154	ENSG00000197375	14	ENSP00000245407.3
7167	ENSG00000129221	16	ENSP00000370521.3
7171	ENSG00000204822	7	ENSP00000258105.7
7177	ENSG00000075624	17	ENSP00000494750.1
7187	ENSG00000084764	12	ENSP00000233121.2
7198	ENSG00000143171	13	ENSP00000352900.5
7201	ENSG00000185379	21	ENSP00000338790.6
7215	ENSG00000169297	8	ENSP00000368253.4
7226	ENSG00000113845	10	ENSP00000418803.1
7233	ENSG00000162236	13	ENSP00000378182.1
7245	ENSG00000064195	7	ENSP00000389870.2
7251	ENSG00000104044	16	ENSP00000261276.8
7254	ENSG00000168389	18	ENSP00000361898.6
7255	ENSG00000169895	6	ENSP00000369500.3
7270	ENSG00000102103	18	ENSP00000391759.2
7273	ENSG00000213658	13	ENSP00000378841.3
7280	ENSG00000159261	12	ENSP00000382087.1
7297	ENSG00000101546	13	ENSP00000305696.4
7305	ENSG00000134262	13	ENSP00000358582.1
7320	ENSG00000100299	18	ENSP00000216124.5
7323	ENSG00000109099	16	ENSP00000308937.3
7356	ENSG00000104341	17	ENSP00000428409.1
7357	ENSG00000110031	13	ENSP00000378512.2
7366	ENSG00000116863	11	ENSP00000362273.4
7389	ENSG00000162438	12	ENSP00000365116.4
7404	ENSG00000150773	12	ENSP00000280350.4
7408	ENSG00000163762	7	ENSP00000296059.2
7419	ENSG00000094841	14	ENSP00000362481.4
7424	ENSG00000121350	16	ENSP00000240651.9
7439	ENSG00000138443	17	ENSP00000261017.5
7450	ENSG00000136937	13	ENSP00000364289.3
7463	ENSG00000156873	16	ENSP00000455607.1
7465	ENSG00000179348	13	ENSP00000345681.2
7473	ENSG00000100577	19	ENSP00000216465.5
7474	ENSG00000103502	14	ENSP00000219789.6
7487	ENSG00000152804	11	ENSP00000282728.5
7511	ENSG00000164096	13	ENSP00000485697.1
7515	ENSG00000152422	16	ENSP00000421491.1
7547	ENSG00000176171	12	ENSP00000357625.6
7561	ENSG00000164040	18	ENSP00000296425.4
7584	ENSG00000139131	13	ENSP00000320658.8
7586	ENSG00000128298	18	ENSP00000371085.3
7587	ENSG00000113580	15	ENSP00000377977.2
7591	ENSG00000168175	15	ENSP00000378851.3
7595	ENSG00000137700	19	ENSP00000476242.2
7606	ENSG00000101197	13	ENSP00000217169.3
7617	ENSG00000157613	11	ENSP00000481956.1
7626	ENSG00000140691	18	ENSP00000443995
7630	ENSG00000117560	8	ENSP00000356694.2
7634	ENSG00000141551	15	ENSP00000376146.2
7637	ENSG00000126759	14	ENSP00000380189.3
7646	ENSG00000105617	4	ENSP00000222224.3
7651	ENSG00000147168	14	ENSP00000363318.3
7652	ENSG00000136854	25	ENSP00000362396.2
7662	ENSG00000136936	11	ENSP00000364270.5
7664	ENSG00000140612	14	ENSP00000268220.7
7675	ENSG00000173614	14	ENSP00000366410.1
7682	ENSG00000140743	8	ENSP00000268383.2
7696	ENSG00000006611	17	ENSP00000436934.1
7699	ENSG00000158169	14	ENSP00000289081.3
7727	ENSG00000168610	16	ENSP00000264657.4
7728	ENSG00000103152	12	ENSP00000348809.4
7756	ENSG00000148677	7	ENSP00000360762.3
7781	ENSG00000149100	13	ENSP00000436049.1
7792	ENSG00000137699	17	ENSP00000343129.5
7804	ENSG00000058404	21	ENSP00000351542.3
7813	ENSG00000161944	17	ENSP00000254850.7
7826	ENSG00000179163	12	ENSP00000363603.3
7828	ENSG00000102312	24	ENSP00000348233.4
7845	ENSG00000177674	16	ENSP00000365816.4
7866	ENSG00000096093	16	ENSP00000360107.4
7867	ENSG00000184371	14	ENSP00000327513.6
7875	ENSG00000148110	17	ENSP00000364493.3
7876	ENSG00000110536	14	ENSP00000325958.9
7877	ENSG00000213654	10	ENSP00000364180.3
7881	ENSG00000146063	20	ENSP00000320869.5
7907	ENSG00000173918	15	ENSP00000463922.1
7912	ENSG00000183166	11	ENSP00000410704.1
7917	ENSG00000171448	9	ENSP00000362760.3
7918	ENSG00000095002	15	ENSP00000233146.2
7923	ENSG00000103876	14	ENSP00000453347.2
7935	ENSG00000125459	18	ENSP00000245564.3
7938	ENSG00000105607	13	ENSP00000222214.4
7953	ENSG00000087245	13	ENSP00000219070.4
7954	ENSG00000183092	18	ENSP00000347301.2
7965	ENSG00000069329	18	ENSP00000299138.7
7966	ENSG00000151552	12	ENSP00000281243.5
7972	ENSG00000100360	15	ENSP00000393541.2
7982	ENSG00000165704	15	ENSP00000298556.7
8000	ENSG00000115866	11	ENSP00000264161.4
8013	ENSG00000103496	15	ENSP00000317714.3
8017	ENSG00000112473	19	ENSP00000363809.3
8024	ENSG00000105993	15	ENSP00000262177.4
8028	ENSG00000100201	23	ENSP00000385536.2
8047	ENSG00000189433	7	ENSP00000345868.1
8054	ENSG00000102900	13	ENSP00000310668.5
8057	ENSG00000165061	15	ENSP00000319785.7
8058	ENSG00000100227	19	ENSP00000415234.1
8070	ENSG00000068796	19	ENSP00000370493.3
8101	ENSG00000107566	14	ENSP00000384900.3
8103	ENSG00000212123	4	ENSP00000407653.2
8105	ENSG00000185479	6	ENSP00000252252.3
8114	ENSG00000158163	15	ENSP00000332148.2
8131	ENSG00000139190	17	ENSP00000355122.3
8141	ENSG00000072201	14	ENSP00000263925.7
8143	ENSG00000087266	17	ENSP00000422168.3
8151	ENSG00000136695	15	ENSP00000376896.2
8165	ENSG00000103044	11	ENSP00000219322.3
8168	ENSG00000112531	17	ENSP00000355094.3
8177	ENSG00000163877	11	ENSP00000296215.5
8186	ENSG00000069493	15	ENSP00000441653.1
8190	ENSG00000168246	6	ENSP00000377381.2
8208	ENSG00000139687	16	ENSP00000267163.4
8213	ENSG00000079739	17	ENSP00000360125.3
8227	ENSG00000180089	6	ENSP00000321038.3
8239	ENSG00000133115	12	ENSP00000368952.4
8245	ENSG00000139988	10	ENSP00000449079.1
8274	ENSG00000177791	12	ENSP00000352272.4
8276	ENSG00000091138	13	ENSP00000345873.5
8297	ENSG00000130656	6	ENSP00000252951.2
8313	ENSG00000143627	19	ENSP00000339933.4
8314	ENSG00000136250	12	ENSP00000483783.1
8316	ENSG00000221823	11	ENSP00000234310.3
8320	ENSG00000108823	17	ENSP00000262018.3
8352	ENSG00000130307	12	ENSP00000252597.2
8357	ENSG00000139055	7	ENSP00000266397.2
8359	ENSG00000140481	15	ENSP00000452817.1
8362	ENSG00000183072	10	ENSP00000327758.4
8365	ENSG00000266714	11	ENSP00000487752.1
8380	ENSG00000164266	11	ENSP00000296695.5
8398	ENSG00000167588	13	ENSP00000301149.3
8400	ENSG00000173480	11	ENSP00000311319.4
8402	ENSG00000114204	16	ENSP00000264677.4
8407	ENSG00000138814	17	ENSP00000378322.4
8409	ENSG00000113721	14	ENSP00000261799.4
8416	ENSG00000077279	20	ENSP00000419861.1
8420	ENSG00000158578	21	ENSP00000337131.4
8447	ENSG00000215712	11	ENSP00000383594.3
8459	ENSG00000108381	11	ENSP00000263080.2
8487	ENSG00000136161	13	ENSP00000345144.3
8500	ENSG00000115718	18	ENSP00000234071.4
8514	ENSG00000186204	15	ENSP00000321821.9
8515	ENSG00000147647	13	ENSP00000276651.2
8521	ENSG00000066382	17	ENSP00000350833.4
8524	ENSG00000174992	8	ENSP00000383563.4
8533	ENSG00000166002	7	ENSP00000298966.2
8652	ENSG00000118507	18	ENSP00000345149.4
8686	ENSG00000198947	18	ENSP00000367997.3
8717	ENSG00000183495	15	ENSP00000333602.5
8732	ENSG00000132680	11	ENSP00000357302.3
8808	ENSG00000106077	19	ENSP00000416970.3
8843	ENSG00000108021	22	ENSP00000512206.1
8876	ENSG00000092529	26	ENSP00000380384.4
8918	ENSG00000173575	24	ENSP00000406581.2
8965	ENSG00000139219	19	ENSP00000338213.6
8999	ENSG00000118271	12	ENSP00000237014.4
9012	ENSG00000076321	11	ENSP00000209884.4
9020	ENSG00000113448	20	ENSP00000425917.1
9117	ENSG00000059145	19	ENSP00000301712.5
9157	ENSG00000146700	9	ENSP00000275560.3
9194	ENSG00000157978	12	ENSP00000363458.4
9195	ENSG00000151778	11	ENSP00000368477.3
9230	ENSG00000167139	9	ENSP00000300504.2
9237	ENSG00000166069	14	ENSP00000327234.4
9241	ENSG00000155749	13	ENSP00000376086.3
9252	ENSG00000213265	9	ENSP00000348996.3
9253	ENSG00000048545	18	ENSP00000362049.1
9267	ENSG00000161609	10	ENSP00000404220.2
9297	ENSG00000135604	11	ENSP00000356540.4
9305	ENSG00000132702	13	ENSP00000255039.1
9318	ENSG00000100311	17	ENSP00000330382.6
9321	ENSG00000080572	14	ENSP00000361531.3
9324	ENSG00000007933	13	ENSP00000356729.4
9333	ENSG00000135917	16	ENSP00000495385.1
9336	ENSG00000276293	5	ENSP00000482548.1
9342	ENSG00000165626	19	ENSP00000367868.3
9352	ENSG00000187098	18	ENSP00000324246.6
9357	ENSG00000150768	17	ENSP00000280346.7
9378	ENSG00000176155	21	ENSP00000376154.3
9383	ENSG00000185880	13	ENSP00000342922.4
9406	ENSG00000140836	17	ENSP00000438926.3
9411	ENSG00000198324	14	ENSP00000507123.1
9414	ENSG00000143382	16	ENSP00000501255.1
9430	ENSG00000163749	18	ENSP00000401742.2
9453	ENSG00000196378	13	ENSP00000396894.2
9456	ENSG00000105122	13	ENSP00000476634.1
9457	ENSG00000112305	15	ENSP00000313382.5
9484	ENSG00000103064	15	ENSP00000219343.6
9485	ENSG00000114854	8	ENSP00000232975.3
9496	ENSG00000110324	12	ENSP00000227752.4
9501	ENSG00000179564	4	ENSP00000315081.3
9573	ENSG00000064726	10	ENSP00000261721.4
9580	ENSG00000143147	15	ENSP00000506967.1
9625	ENSG00000179222	18	ENSP00000325333.8
9634	ENSG00000164007	11	ENSP00000361617.3
9635	ENSG00000161202	20	ENSP00000316054.3
9637	ENSG00000127191	18	ENSP00000247668.2
9640	ENSG00000164287	13	ENSP00000423919.1
9650	ENSG00000092094	11	ENSP00000206542.4
9660	ENSG00000164983	9	ENSP00000297632.6
9711	ENSG00000108509	21	ENSP00000354828.5
9722	ENSG00000243772	8	ENSP00000342215.3
9726	ENSG00000175283	8	ENSP00000361667.3
9746	ENSG00000132938	22	ENSP00000370186.2
9802	ENSG00000115170	16	ENSP00000405004.1
9818	ENSG00000168878	19	ENSP00000428719.2
9846	ENSG00000152430	19	ENSP00000376116.4
9849	ENSG00000187730	9	ENSP00000367848.4
9866	ENSG00000004838	14	ENSP00000231749.3
9895	ENSG00000125457	15	ENSP00000245551.5
9899	ENSG00000132821	12	ENSP00000362560.4
9904	ENSG00000116157	6	ENSP00000354677.4
9905	ENSG00000039650	12	ENSP00000323511.2
9911	ENSG00000164530	15	ENSP00000497550.1
9926	ENSG00000135406	15	ENSP00000257860.4
9939	ENSG00000136931	10	ENSP00000362690.4
9950	ENSG00000101413	12	ENSP00000362532.4
9955	ENSG00000150337	14	ENSP00000358165.4
9958	ENSG00000165588	19	ENSP00000500115.1
9962	ENSG00000107789	16	ENSP00000361064.4
9970	ENSG00000175309	15	ENSP00000310978.5
9976	ENSG00000161958	11	ENSP00000293829.4
9980	ENSG00000110777	12	ENSP00000376786.3
10003	ENSG00000198586	14	ENSP00000411099.2
10009	ENSG00000165168	9	ENSP00000367851.4
10011	ENSG00000078246	17	ENSP00000410051.2
10016	ENSG00000161405	17	ENSP00000344544.3
10051	ENSG00000050748	18	ENSP00000394560.2
10056	ENSG00000186523	15	ENSP00000434799.1
10057	ENSG00000105991	10	ENSP00000494260.2
10061	ENSG00000131773	15	ENSP00000348108.5
10064	ENSG00000185774	16	ENSP00000371587.2
10106	ENSG00000080802	21	ENSP00000399108.2
10122	ENSG00000116903	7	ENSP00000355605.2
10125	ENSG00000150961	15	ENSP00000280551.6
10132	ENSG00000143768	13	ENSP00000355785.5
10153	ENSG00000160285	15	ENSP00000380837.2
10159	ENSG00000197343	11	ENSP00000252713.4
10165	ENSG00000100122	7	ENSP00000497249.1
10177	ENSG00000077800	13	ENSP00000252037.4
10195	ENSG00000151117	9	ENSP00000280734.2
10204	ENSG00000117602	13	ENSP00000363516.3
10210	ENSG00000189007	16	ENSP00000475651.1
10217	ENSG00000101298	15	ENSP00000371297.3
10225	ENSG00000102100	16	ENSP00000402726.2
10252	ENSG00000102081	16	ENSP00000355115.4
10255	ENSG00000074660	17	ENSP00000263071.4
10280	ENSG00000068024	18	ENSP00000440481.3
10300	ENSG00000144655	15	ENSP00000273153.5
10320	ENSG00000176903	5	ENSP00000318914.3
10343	ENSG00000161921	17	ENSP00000293778.7
10352	ENSG00000156735	11	ENSP00000287322.4
10441	ENSG00000157869	16	ENSP00000328551.5
10460	ENSG00000197978	10	ENSP00000481078.1
10471	ENSG00000140332	18	ENSP00000453760.1
10486	ENSG00000165633	13	ENSP00000331062.3
10493	ENSG00000175029	17	ENSP00000357816.5
10496	ENSG00000198908	12	ENSP00000354675.4
10501	ENSG00000147526	20	ENSP00000428706.1
10508	ENSG00000148948	8	ENSP00000278198.1
10512	ENSG00000117593	12	ENSP00000497569.1
10522	ENSG00000139737	23	ENSP00000351507.2
10556	ENSG00000197024	9	ENSP00000420418.1
10585	ENSG00000065882	18	ENSP00000261439.4
10613	ENSG00000187231	14	ENSP00000415332.2
10617	ENSG00000168672	4	ENSP00000302578.3
10632	ENSG00000127947	16	ENSP00000248594.6
10640	ENSG00000181894	15	ENSP00000470008.1
10650	ENSG00000197329	12	ENSP00000351789.4
10658	ENSG00000111450	15	ENSP00000261653.6
10661	ENSG00000152969	21	ENSP00000282924.5
10677	ENSG00000196911	12	ENSP00000357552.1
10696	ENSG00000141699	11	ENSP00000309432.4
10698	ENSG00000133104	14	ENSP00000497209.1
10699	ENSG00000157429	16	ENSP00000288177.5
10705	ENSG00000176105	14	ENSP00000324740.4
10726	ENSG00000004487	18	ENSP00000349049.3
10732	ENSG00000163093	12	ENSP00000295240.3
10735	ENSG00000165060	15	ENSP00000419243.2
